time,f1,f2,f3,f4,f5,f6,metric
5933,-0.149042266,4.738455568,4.013118063,-50,0.25877388,0.995463341,27.77576104
5934,-0.433883739,4.738716499,4.012108981,300,0.259079347,0.979568596,33.06544015
5935,-0.680172738,4.73897744,4.011099899,-25,0.259385123,0.87745185,28.95150048
5936,-0.866025404,4.739238393,4.010090817,0,0.259691208,0.698101458,17.98865167
5937,-0.974927912,4.739499357,4.009081736,-125,0.259997602,0.45730391,26.71817829
5938,-0.997203797,4.739760331,4.008072654,0,0.260304306,0.176254298,28.6642715
5939,-0.930873749,4.740021317,4.007063572,125,0.260611321,-0.120309285,22.83187958
5940,-0.781831482,4.740282314,4.00605449,75,0.260918645,-0.406283198,29.20626824
5941,-0.563320058,4.740543322,4.005045409,75,0.26122628,-0.65649591,26.25432982
5942,-0.294755174,4.74080434,4.004036327,300,0.261534227,-0.848923602,23.42752508
5943,-1.90136E-13,4.74106537,4.003027245,-25,0.261842484,-0.966628715,30.66619611
5944,0.294755174,4.74132641,4.002018163,200,0.262151052,-0.999250801,33.90486717
5945,0.563320058,4.741587462,4.001009082,100,0.262459932,-0.94391845,35.57806253
5946,0.781831482,4.741848525,4,350,0.262769125,-0.805502038,23.62612428
5947,0.930873749,4.742109598,3.998990918,200,0.263078629,-0.59618503,24.50051317
5948,0.997203797,4.742370683,3.997981837,125,0.263388445,-0.334391589,33.16812154
5949,0.974927912,4.742631778,3.996972755,375,0.263698575,-0.043164872,23.11421511
5950,0.866025404,4.742892885,3.995963673,250,0.264009017,0.251861233,32.84374216
5951,0.680172738,4.743154002,3.994954591,225,0.264319773,0.524718416,30.88089385
5952,0.433883739,4.74341513,3.99394551,-100,0.264630841,0.751389685,30.26695474
5953,0.149042266,4.74367627,3.992936428,300,0.264942224,0.911923347,32.55663447
5954,-0.149042266,4.74393742,3.991927346,50,0.265253921,0.992189169,28.31320659
5955,-0.433883739,4.744198581,3.990918264,200,0.265565932,0.985122123,18.6028864
5956,-0.680172738,4.744459754,3.989909183,-75,0.265878257,0.891344252,19.98894742
5957,-0.866025404,4.744720937,3.988900101,125,0.266190898,0.719109921,24.0260993
5958,-0.974927912,4.744982131,3.987891019,275,0.266503853,0.48357926,28.25562661
5959,-0.997203797,4.745243336,3.986881937,200,0.266817124,0.205483769,21.70172052
5960,-0.930873749,4.745504552,3.985872856,300,0.26713071,-0.090698481,28.36932929
5961,-0.781831482,4.745765779,3.984863774,375,0.267444612,-0.378897417,31.24371863
5962,-0.563320058,4.746027018,3.983854692,325,0.26775883,-0.633745658,25.29178091
5963,-0.294755174,4.746288266,3.98284561,-25,0.268073365,-0.832811365,20.46497686
5964,-2.11697E-13,4.746549526,3.981836529,-125,0.268388216,-0.958572698,32.70364858
5965,0.294755174,4.746810797,3.980827447,150,0.268703384,-0.999960097,32.44232033
5966,0.563320058,4.747072079,3.979818365,-25,0.269018869,-0.953330628,28.11551638
5967,0.781831482,4.747333372,3.978809284,50,0.269334672,-0.822788634,35.66357882
5968,0.930873749,4.747594676,3.977800202,250,0.269650793,-0.619824471,22.5379684
5969,0.997203797,4.74785599,3.97679112,25,0.269967231,-0.362303122,24.20557746
5970,0.974927912,4.748117316,3.975782038,150,0.270283988,-0.072891714,31.65167173
5971,0.866025404,4.748378653,3.974772957,-75,0.270601063,0.22293565,23.88119947
5972,0.680172738,4.74864,3.973763875,125,0.270918457,0.499140133,26.91835184
5973,0.433883739,4.748901359,3.972754793,200,0.27123617,0.731410112,33.30441342
5974,0.149042266,4.749162728,3.971745711,325,0.271554202,0.899301094,32.09409385
5975,-0.149042266,4.749424108,3.97073663,50,0.271872554,0.988035251,30.85066666
5976,-0.433883739,4.749685499,3.969727548,-125,0.272191226,0.98980217,32.14034715
5977,-0.680172738,4.749946902,3.968718466,350,0.272510218,0.904446324,29.02640886
5978,-0.866025404,4.750208315,3.967709384,275,0.27282953,0.739480769,21.06356143
5979,-0.974927912,4.750469739,3.966700303,25,0.273149163,0.509425834,30.29308944
5980,-0.997203797,4.750731174,3.965691221,125,0.273469117,0.234531044,18.23918403
5981,-0.930873749,4.75099262,3.964682139,75,0.273789392,-0.061007258,25.90679349
5982,-0.781831482,4.751254077,3.963673058,25,0.274109988,-0.351175678,20.78118352
5983,-0.563320058,4.751515544,3.962663976,150,0.274430906,-0.610433481,23.32924649
5984,-0.294755174,4.751777023,3.961654894,-125,0.274752146,-0.815960697,26.50244313
5985,-2.33258E-13,4.752038513,3.960645812,350,0.275073709,-0.949666741,25.24111554
5986,0.294755174,4.752300013,3.959636731,200,0.275395594,-0.999782757,24.47978798
5987,0.563320058,4.752561525,3.958627649,225,0.275717802,-0.961897514,32.65298472
5988,0.781831482,4.752823047,3.957618567,375,0.276040332,-0.839345686,22.20104785
5989,0.930873749,4.753084581,3.956609485,375,0.276363187,-0.642914331,22.07543811
5990,0.997203797,4.753346125,3.955600404,200,0.276686364,-0.389893411,34.24304787
5991,0.974927912,4.75360768,3.954591322,225,0.277009866,-0.102553925,22.18914282
5992,0.866025404,4.753869246,3.95358224,150,0.277333692,0.193812396,24.41867125
5993,0.680172738,4.754130823,3.952573158,200,0.277657842,0.473119277,28.95582431
5994,0.433883739,4.754392411,3.951564077,100,0.277982317,0.710782019,27.84188658
5995,0.149042266,4.75465401,3.950554995,-75,0.278307117,0.885881457,22.13156769
5996,-0.149042266,4.754915619,3.949545913,150,0.278632242,0.983005271,21.88814119
5997,-0.433883739,4.75517724,3.948536831,375,0.278957692,0.993604587,28.17782237
5998,-0.680172738,4.755438872,3.94752775,225,0.279283469,0.91674645,27.56388477
5999,-0.866025404,4.755700514,3.946518668,325,0.279609571,0.75919594,20.60103803
6000,-0.974927912,4.755962167,3.945509586,100,0.279936,0.534820715,19.83056672
6001,-0.997203797,4.756223832,3.944500505,300,0.280262755,0.263370367,29.276662
6002,-0.930873749,4.756485507,3.943491423,250,0.280589838,-0.031261942,29.94427215
6003,-0.781831482,4.756747193,3.942482341,-100,0.280917247,-0.323142562,25.31866287
6004,-0.563320058,4.75700889,3.941473259,100,0.281244984,-0.586580051,20.36672652
6005,-0.294755174,4.757270597,3.940464178,250,0.281573048,-0.79838654,23.53992386
6006,-2.5482E-13,4.757532316,3.939455096,300,0.28190144,-0.939918742,30.27859695
6007,0.294755174,4.757794046,3.938446014,300,0.282230161,-0.998718939,21.01727007
6008,0.563320058,4.758055786,3.937436932,225,0.28255921,-0.969611514,21.1904675
6009,0.781831482,4.758317538,3.936427851,350,0.282888588,-0.855158514,25.73853132
6010,0.930873749,4.7585793,3.935418769,275,0.283218295,-0.665434137,25.61292227
6011,0.997203797,4.758841073,3.934409687,100,0.283548331,-0.417137993,25.28053271
6012,0.974927912,4.759102857,3.933400605,250,0.283878697,-0.132125204,23.72662835
6013,0.866025404,4.759364652,3.932391524,50,0.284209393,0.164517295,21.95615747
6014,0.680172738,4.759626458,3.931382442,350,0.284540419,0.44667892,22.99331122
6015,0.433883739,4.759888275,3.93037336,200,0.284871775,0.689523696,30.37937417
6016,0.149042266,4.760150102,3.929364279,100,0.285203462,0.871676333,31.16905597
6017,-0.149042266,4.760411941,3.928355197,-100,0.28553548,0.977103688,20.92563016
6018,-0.433883739,4.76067379,3.927346115,-100,0.285867829,0.996526004,19.21531202
6019,-0.680172738,4.760935651,3.926337033,275,0.28620051,0.928233722,21.60137511
6020,-0.866025404,4.761197522,3.925327952,75,0.286533522,0.778237954,29.13852906
6021,-0.974927912,4.761459404,3.92431887,-100,0.286866867,0.559741385,25.86805843
6022,-0.997203797,4.761721297,3.923309788,25,0.287200544,0.291976166,29.8141544
6023,-0.930873749,4.7619832,3.922300706,225,0.287534554,-0.001488906,29.48176523
6024,-0.781831482,4.762245115,3.921291625,-100,0.287868896,-0.294822924,24.85615664
6025,-0.563320058,4.76250704,3.920282543,375,0.288203572,-0.562206516,32.40422098
6026,-0.294755174,4.762768977,3.919273461,150,0.288538581,-0.780104477,27.07741899
6027,-2.76381E-13,4.763030924,3.918264379,-50,0.288873924,-0.929337344,31.81609277
6028,0.294755174,4.763292882,3.917255298,75,0.2892096,-0.996769584,35.05476658
6029,0.563320058,4.763554851,3.916246216,200,0.289545612,-0.976465786,31.2279647
6030,0.781831482,4.763816831,3.915237134,25,0.289881957,-0.870213098,26.2760292
6031,0.930873749,4.764078821,3.914228052,350,0.290218638,-0.687363922,36.15042084
6032,0.997203797,4.764340823,3.913218971,350,0.290555653,-0.444012711,23.31803196
6033,0.974927912,4.764602835,3.912209889,-100,0.290893004,-0.161579332,34.76412829
6034,0.866025404,4.764864859,3.911200807,375,0.291230691,0.135076321,28.99365809
6035,0.680172738,4.765126893,3.910191726,-100,0.291568714,0.419842505,31.03081252
6036,0.433883739,4.765388938,3.909182644,-100,0.291907073,0.667653991,29.91687616
6037,0.149042266,4.765650994,3.908173562,250,0.292245768,0.856698319,24.70655865
6038,-0.149042266,4.76591306,3.90716448,25,0.2925848,0.970335735,20.46313352
6039,-0.433883739,4.766175138,3.906155399,50,0.292924169,0.99856383,30.75281607
6040,-0.680172738,4.766437226,3.905146317,-125,0.293263876,0.938897956,25.63887983
6041,-0.866025404,4.766699325,3.904137235,225,0.29360392,0.796589927,25.67603447
6042,-0.974927912,4.766961435,3.903128153,175,0.293944302,0.584165749,27.90556453
6043,-0.997203797,4.767223556,3.902119072,350,0.294285023,0.320323079,17.85166118
6044,-0.930873749,4.767485688,3.90110999,350,0.294626081,0.02828545,25.01927269
6045,-0.781831482,4.767747831,3.900100908,-75,0.294967479,-0.266241875,27.39366479
6046,-0.563320058,4.768009984,3.899091826,375,0.295309216,-0.537334489,19.44172981
6047,-0.294755174,4.768272148,3.898082745,150,0.295651291,-0.761130717,19.11492851
6048,-2.97942E-13,4.768534324,3.897073663,325,0.295993707,-0.917931929,33.35360297
6049,0.294755174,4.768796509,3.896064581,0,0.296336462,-0.993936423,29.09227746
6050,0.563320058,4.769058706,3.895055499,325,0.296679557,-0.982454255,22.26547626
6051,0.781831482,4.769320914,3.894046418,300,0.297022993,-0.884496089,34.81354145
6052,0.930873749,4.769583132,3.893037336,125,0.29736677,-0.70868424,22.68793377
6053,0.997203797,4.769845362,3.892028254,200,0.297710887,-0.470493735,33.85554558
6054,0.974927912,4.770107602,3.891019173,100,0.298055346,-0.190890192,23.30164259
6055,0.866025404,4.770369853,3.890010091,-25,0.298400147,0.105515578,27.53117307
6056,0.680172738,4.770632115,3.889001009,200,0.298745289,0.392633827,28.56832819
6057,0.433883739,4.770894387,3.887991927,-100,0.299090773,0.645192297,29.45439251
6058,0.149042266,4.771156671,3.886982846,375,0.2994366,0.840960696,31.74407568
6059,-0.149042266,4.771418965,3.885973764,-25,0.29978277,0.962707413,28.00065123
6060,-0.433883739,4.77168127,3.884964682,-100,0.300129282,0.999716258,22.79033446
6061,-0.680172738,4.771943586,3.8839556,375,0.300476138,0.948729696,27.67639891
6062,-0.866025404,4.772205913,3.882946519,375,0.300823337,0.814235586,23.21355423
6063,-0.974927912,4.77246825,3.881937437,-50,0.30117088,0.608072149,19.94308497
6064,-0.997203797,4.772730598,3.880928355,-100,0.301518767,0.34838597,26.3891823
6065,-0.930873749,4.772992958,3.879919273,125,0.301866998,0.058034726,26.5567945
6066,-0.781831482,4.773255328,3.878910192,-125,0.302215575,-0.237424758,31.43118728
6067,-0.563320058,4.773517708,3.87790111,75,0.302564496,-0.511986023,23.97925298
6068,-0.294755174,4.7737801,3.876892028,-50,0.302913762,-0.741482084,23.15245236
6069,-3.19504E-13,4.774042502,3.875882947,-100,0.303263374,-0.90571261,27.89112751
6070,0.294755174,4.774304916,3.874873865,-25,0.303613332,-0.990221967,26.62980268
6071,0.563320058,4.77456734,3.873864783,-25,0.303963635,-0.987571609,25.30300216
6072,0.781831482,4.774829775,3.872855701,175,0.304314286,-0.897994822,31.35106803
6073,0.930873749,4.77509222,3.87184662,225,0.304665282,-0.729376189,24.22546103
6074,0.997203797,4.775354677,3.870837538,75,0.305016626,-0.496557586,25.89307352
6075,0.974927912,4.775617144,3.869828456,50,0.305368317,-0.220031795,31.33917121
6076,0.866025404,4.775879622,3.868819374,-125,0.305720356,0.075861278,31.06870238
6077,0.680172738,4.776142111,3.867810293,0,0.306072742,0.365077013,23.10585818
6078,0.433883739,4.776404611,3.866801211,325,0.306425477,0.62215853,29.99192318
6079,0.149042266,4.776667121,3.865792129,350,0.306778559,0.824477416,21.78160703
6080,-0.149042266,4.776929642,3.864783047,200,0.307131991,0.954225486,24.53818326
6081,-0.433883739,4.777192174,3.863773966,175,0.307485771,0.999982265,30.32786718
6082,-0.680172738,4.777454717,3.862764884,300,0.307839901,0.957720225,22.71393231
6083,-0.866025404,4.777717271,3.861755802,-75,0.30819438,0.831159286,31.2510883
6084,-0.974927912,4.777979835,3.86074672,350,0.308549209,0.63143939,19.98061973
6085,-0.997203797,4.77824241,3.859737639,225,0.308904388,0.376139958,23.42671774
6086,-0.930873749,4.778504996,3.858728557,325,0.309259918,0.087732544,29.09433062
6087,-0.781831482,4.778767593,3.857719475,175,0.309615798,-0.208397122,27.96872407
6088,-0.563320058,4.779030201,3.856710394,-50,0.309972029,-0.486183594,18.51679046
6089,-0.294755174,4.779292819,3.855701312,325,0.310328612,-0.721176001,25.68999052
6090,-3.41065E-13,4.779555448,3.85469223,375,0.310685546,-0.892690221,19.92866634
6091,0.294755174,4.779818088,3.853683148,250,0.311042831,-0.985629509,26.1673422
6092,0.563320058,4.780080739,3.852674067,-75,0.311400469,-0.991813311,24.84054236
6093,0.781831482,4.7803434,3.851664985,0,0.31175846,-0.910697329,33.88860891
6094,0.930873749,4.780606073,3.850655903,375,0.312116803,-0.74942142,23.26300259
6095,0.997203797,4.780868756,3.849646821,0,0.312475499,-0.522181153,27.43061576
6096,0.974927912,4.78113145,3.84863774,275,0.312834548,-0.248978302,24.37671413
6097,0.866025404,4.781394154,3.847628658,-75,0.313193951,0.046139714,28.10624597
6098,0.680172738,4.781656869,3.846619576,325,0.313553707,0.337196495,30.14340245
6099,0.433883739,4.781919596,3.845610494,100,0.313913818,0.598573112,25.52946813
6100,0.149042266,4.782182333,3.844601413,325,0.314274284,0.807263096,20.81915266
6101,-0.149042266,4.78244508,3.843592331,325,0.314635104,0.944897474,19.57572958
6102,-0.433883739,4.782707839,3.842583249,225,0.314996279,0.999361617,26.86541417
6103,-0.680172738,4.782970608,3.841574168,250,0.315357809,0.96586157,31.25147998
6104,-0.866025404,4.783233388,3.840565086,-100,0.315719695,0.84734602,28.78863665
6105,-0.974927912,4.783496178,3.839556004,225,0.316081937,0.654246751,19.51816876
6106,-0.997203797,4.78375898,3.838546922,0,0.316444535,0.403560433,21.96426745
6107,-0.930873749,4.784021792,3.837537841,350,0.316807489,0.117352572,29.13188101
6108,-0.781831482,4.784284615,3.836528759,-25,0.317170801,-0.179184707,21.00627514
6109,-0.563320058,4.784547449,3.835519677,25,0.317534469,-0.459950079,28.5543422
6110,-0.294755174,4.784810294,3.834510595,375,0.317898495,-0.700230471,32.72754294
6111,-3.62626E-13,4.785073149,3.833501514,175,0.318262878,-0.87887631,25.46621945
6112,0.294755174,4.785336015,3.832492432,250,0.31862762,-0.980163121,30.70489598
6113,0.563320058,4.785598892,3.83148335,150,0.318992719,-0.995175601,28.37809682
6114,0.781831482,4.785861779,3.830474268,150,0.319358177,-0.922592346,23.42616404
6115,0.930873749,4.786124677,3.829465187,350,0.319723994,-0.768802161,33.8005584
6116,0.997203797,4.786387586,3.828456105,-100,0.32009017,-0.547341717,26.96817225
6117,0.974927912,4.786650506,3.827447023,300,0.320456705,-0.277704047,25.4142713
6118,0.866025404,4.786913437,3.826437941,250,0.320823601,0.016377239,31.64380382
6119,0.680172738,4.787176378,3.82542886,-125,0.321190856,0.309016994,35.18096098
6120,0.433883739,4.78743933,3.824419778,350,0.321558471,0.574456956,28.56702734
6121,0.149042266,4.787702293,3.823410696,200,0.321926447,0.789332998,25.35671254
6122,-0.149042266,4.787965266,3.822401615,-25,0.322294784,0.934731649,24.61329013
6123,-0.433883739,4.78822825,3.821392533,100,0.322663482,0.997854864,28.4029754
6124,-0.680172738,4.788491245,3.820383451,-100,0.323032541,0.973146514,27.28904189
6125,-0.866025404,4.788754251,3.819374369,50,0.323401963,0.862781437,24.32619924
6126,-0.974927912,4.789017268,3.818365288,300,0.323771746,0.67647401,25.55573202
6127,-0.997203797,4.789280295,3.817356206,150,0.324141892,0.430623082,28.50183139
6128,-0.930873749,4.789543333,3.816347124,225,0.3245124,0.146868547,19.66944563
6129,-0.781831482,4.789806381,3.815338042,125,0.324883271,-0.149813413,26.04384044
6130,-0.563320058,4.790069441,3.814328961,350,0.325254506,-0.43330874,33.09190818
6131,-0.294755174,4.790332511,3.813319879,275,0.325626104,-0.678664067,25.7651096
6132,-3.84187E-13,4.790595592,3.812310797,275,0.325998066,-0.864283123,25.50378677
6133,0.294755174,4.790858683,3.811301715,0,0.326370392,-0.973827651,33.24246399
6134,0.563320058,4.791121785,3.810292634,225,0.326743082,-0.997655497,23.4156655
6135,0.781831482,4.791384898,3.809283552,225,0.327116137,-0.933669327,28.4637334
6136,0.930873749,4.791648022,3.80827447,0,0.327489558,-0.787501227,33.33812844
6137,0.997203797,4.791911157,3.807265388,-100,0.327863343,-0.572016969,27.00574296
6138,0.974927912,4.792174302,3.806256307,100,0.328237494,-0.30618356,34.45184269
6139,0.866025404,4.792437458,3.805247225,-50,0.328612011,-0.013399757,34.68137588
6140,0.680172738,4.792700624,3.804238143,25,0.328986895,0.280563497,33.21853372
6141,0.433883739,4.792963801,3.803229062,325,0.329362144,0.549831446,30.60460075
6142,0.149042266,4.79322699,3.80221998,50,0.329737761,0.770703022,22.39428663
6143,-0.149042266,4.793490188,3.801210898,50,0.330113745,0.923737024,25.6508649
6144,-0.433883739,4.793753398,3.800201816,-75,0.330490096,0.995463341,22.94055085
6145,-0.680172738,4.794016618,3.799192735,-25,0.330866815,0.979568596,23.82661801
6146,-0.866025404,4.794279849,3.798183653,75,0.331243902,0.87745185,21.86377604
6147,-0.974927912,4.79454309,3.797174571,-50,0.331621357,0.698101458,28.59330949
6148,-0.997203797,4.794806343,3.796165489,25,0.331999181,0.45730391,30.03940953
6149,-0.930873749,4.795069606,3.795156408,300,0.332377373,0.176254298,26.70702445
6150,-0.781831482,4.795332879,3.794147326,350,0.332755935,-0.120309285,19.58141993
6151,-0.563320058,4.795596164,3.793138244,300,0.333134867,-0.406283198,32.62948835
6152,-0.294755174,4.795859459,3.792129162,25,0.333514168,-0.65649591,30.80269044
6153,-4.05749E-13,4.796122765,3.791120081,225,0.333893839,-0.848923602,34.54136829
6154,0.294755174,4.796386081,3.790110999,250,0.334273881,-0.966628715,27.78004618
6155,0.563320058,4.796649408,3.789101917,0,0.334654293,-0.999250801,27.45324837
6156,0.781831482,4.796912746,3.788092836,350,0.335035077,-0.94391845,22.50131694
6157,0.930873749,4.797176095,3.787083754,0,0.335416231,-0.805502038,30.87571266
6158,0.997203797,4.797439454,3.786074672,350,0.335797758,-0.59618503,29.04332785
6159,0.974927912,4.797702824,3.78506559,225,0.336179656,-0.334391589,25.98942825
6160,0.866025404,4.797966205,3.784056509,-25,0.336561927,-0.043164872,33.21896212
6161,0.680172738,4.798229596,3.783047427,-125,0.33694457,0.251861233,31.25612063
6162,0.433883739,4.798492998,3.782038345,-25,0.337327586,0.524718416,35.14218834
6163,0.149042266,4.798756411,3.781029263,150,0.337710975,0.751389685,25.4318749
6164,-0.149042266,4.799019834,3.780020182,-75,0.338094737,0.911923347,26.68845384
6165,-0.433883739,4.799283268,3.7790111,200,0.338478873,0.992189169,23.97814046
6166,-0.680172738,4.799546713,3.778002018,100,0.338863383,0.985122123,21.36420829
6167,-0.866025404,4.799810168,3.776992936,-125,0.339248268,0.891344252,28.901367
6168,-0.974927912,4.800073634,3.775983855,-125,0.339633527,0.719109921,29.63090112
6169,-0.997203797,4.800337111,3.774974773,25,0.340019161,0.48357926,25.57700184
6170,-0.930873749,4.800600599,3.773965691,275,0.340405171,0.205483769,20.24461742
6171,-0.781831482,4.800864097,3.772956609,0,0.340791556,-0.090698481,32.11901358
6172,-0.563320058,4.801127606,3.771947528,75,0.341178316,-0.378897417,21.66708267
6173,-0.294755174,4.801391125,3.770938446,200,0.341565453,-0.633745658,26.34028544
6174,-1.99936E-13,4.801654656,3.769929364,0,0.341952967,-0.832811365,31.57896397
6175,0.294755174,4.801918196,3.768920283,325,0.342340857,-0.958572698,28.31764253
6176,0.563320058,4.802181748,3.767911201,275,0.342729124,-0.999960097,21.99084539
6177,0.781831482,4.80244531,3.766902119,150,0.343117769,-0.953330628,29.03891464
6178,0.930873749,4.802708883,3.765893037,75,0.343506791,-0.822788634,22.41331102
6179,0.997203797,4.802972466,3.764883956,175,0.343896192,-0.619824471,31.08092689
6180,0.974927912,4.803236061,3.763874874,325,0.34428597,-0.362303122,30.02702796
6181,0.866025404,4.803499666,3.762865792,350,0.344676128,-0.072891714,33.75656251
6182,0.680172738,4.803763281,3.76185671,100,0.345066664,0.22293565,23.29372169
6183,0.433883739,4.804026907,3.760847629,-125,0.345457579,0.499140133,30.17979007
6184,0.149042266,4.804290544,3.759838547,50,0.345848874,0.731410112,33.4694773
6185,-0.149042266,4.804554192,3.758829465,200,0.346240549,0.899301094,22.22605691
6186,-0.433883739,4.80481785,3.757820383,125,0.346632604,0.988035251,29.0157442
6187,-0.680172738,4.805081519,3.756811302,225,0.347025039,0.98980217,25.40181271
6188,-0.866025404,4.805345198,3.75580222,175,0.347417855,0.904446324,31.93897208
6189,-0.974927912,4.805608888,3.754793138,0,0.347811053,0.739480769,18.16850688
6190,-0.997203797,4.805872589,3.753784057,25,0.348204631,0.509425834,24.11460827
6191,-0.930873749,4.8061363,3.752774975,-100,0.348598592,0.234531044,18.28222453
6192,-0.781831482,4.806400022,3.751765893,275,0.348992934,-0.061007258,30.15662136
6193,-0.563320058,4.806663755,3.750756811,250,0.349387658,-0.351175678,33.20469112
6194,-0.294755174,4.806927498,3.74974773,250,0.349782766,-0.610433481,21.37789456
6195,-2.21498E-13,4.807191252,3.748738648,-75,0.350178256,-0.815960697,33.11657376
6196,0.294755174,4.807455017,3.747729566,300,0.350574129,-0.949666741,27.85525299
6197,0.563320058,4.807718792,3.746720484,375,0.350970386,-0.999782757,35.02845652
6198,0.781831482,4.807982578,3.745711403,75,0.351367026,-0.961897514,30.57652644
6199,0.930873749,4.808246375,3.744702321,350,0.351764051,-0.839345686,28.4509235
6200,0.997203797,4.808510182,3.743693239,50,0.352161461,-0.642914331,28.11854004
6201,0.974927912,4.808774,3.742684157,50,0.352559255,-0.389893411,22.56464178
6202,0.866025404,4.809037829,3.741675076,375,0.352957434,-0.102553925,23.794177
6203,0.680172738,4.809301668,3.740665994,75,0.353355998,0.193812396,26.83133685
6204,0.433883739,4.809565517,3.739656912,225,0.353754949,0.473119277,27.7174059
6205,0.149042266,4.809829378,3.73864783,-75,0.354154285,0.710782019,27.0070938
6206,-0.149042266,4.810093249,3.737638749,300,0.354554008,0.885881457,23.26367408
6207,-0.433883739,4.81035713,3.736629667,150,0.354954117,0.983005271,26.05336204
6208,-0.680172738,4.810621023,3.735620585,250,0.355354613,0.993604587,28.43943122
6209,-0.866025404,4.810884926,3.734611504,50,0.355755497,0.91674645,21.97659127
6210,-0.974927912,4.811148839,3.733602422,0,0.356156768,0.75919594,32.20612674
6211,-0.997203797,4.811412763,3.73259334,0,0.356558427,0.534820715,30.1522288
6212,-0.930873749,4.811676698,3.731584258,-125,0.356960474,0.263370367,20.31984572
6213,-0.781831482,4.811940644,3.730575177,300,0.357362909,-0.031261942,30.69424322
6214,-0.563320058,4.8122046,3.729566095,-50,0.357765734,-0.323142562,27.74231365
6215,-0.294755174,4.812468566,3.728557013,50,0.358168948,-0.586580051,31.91551776
6216,-2.43059E-13,4.812732543,3.727547931,200,0.358572551,-0.79838654,32.65419763
6217,0.294755174,4.812996531,3.72653885,100,0.358976544,-0.939918742,32.89287753
6218,0.563320058,4.81326053,3.725529768,-50,0.359380926,-0.998718939,34.06608173
6219,0.781831482,4.813524539,3.724520686,75,0.3597857,-0.969611514,26.11415232
6220,0.930873749,4.813788559,3.723511604,-100,0.360190864,-0.855158514,27.48855005
6221,0.997203797,4.814052589,3.722502523,200,0.360596419,-0.665434137,36.15616726
6222,0.974927912,4.81431663,3.721493441,375,0.361002365,-0.417137993,26.60226967
6223,0.866025404,4.814580682,3.720484359,-25,0.361408703,-0.132125204,33.33180555
6224,0.680172738,4.814844744,3.719475277,-75,0.361815433,0.164517295,24.36896608
6225,0.433883739,4.815108816,3.718466196,50,0.362222556,0.44667892,34.7550358
6226,0.149042266,4.8153729,3.717457114,-50,0.362630071,0.689523696,26.04472437
6227,-0.149042266,4.815636994,3.716448032,25,0.363037978,0.871676333,34.30130532
6228,-0.433883739,4.815901098,3.715438951,25,0.363446279,0.977103688,31.59099395
6229,-0.680172738,4.816165214,3.714429869,-100,0.363854974,0.996526004,22.9770638
6230,-0.866025404,4.816429339,3.713420787,-25,0.364264062,0.928233722,24.51422451
6231,-0.974927912,4.816693476,3.712411705,-75,0.364673545,0.778237954,19.74376065
6232,-0.997203797,4.816957623,3.711402624,150,0.365083422,0.559741385,19.68986338
6233,-0.930873749,4.81722178,3.710393542,-100,0.365493694,0.291976166,26.85748097
6234,-0.781831482,4.817485949,3.70938446,300,0.365904361,-0.001488906,27.73187914
6235,-0.563320058,4.817750127,3.708375378,225,0.366315423,-0.294822924,26.77995024
6236,-0.294755174,4.818014317,3.707366297,125,0.366726882,-0.562206516,22.95315501
6237,-2.6462E-13,4.818278517,3.706357215,25,0.367138736,-0.780104477,21.69183555
6238,0.294755174,4.818542727,3.705348133,150,0.367550987,-0.929337344,24.43051612
6239,0.563320058,4.818806948,3.704339051,125,0.367963634,-0.996769584,24.60372099
6240,0.781831482,4.81907118,3.70332997,375,0.368376679,-0.976465786,32.65179225
6241,0.930873749,4.819335422,3.702320888,-100,0.36879012,-0.870213098,29.52619064
6242,0.997203797,4.819599675,3.701311806,25,0.36920396,-0.687363922,26.69380852
6243,0.974927912,4.819863939,3.700302725,-75,0.369618197,-0.444012711,27.1399116
6244,0.866025404,4.820128213,3.699293643,200,0.370032833,-0.161579332,34.36944815
6245,0.680172738,4.820392497,3.698284561,-25,0.370447867,0.135076321,30.90660934
6246,0.433883739,4.820656793,3.697275479,350,0.370863301,0.419842505,22.29267973
6247,0.149042266,4.820921098,3.696266398,350,0.371279133,0.667653991,35.08236896
6248,-0.149042266,4.821185415,3.695257316,-50,0.371695365,0.856698319,23.83895058
6249,-0.433883739,4.821449742,3.694248234,275,0.372111998,0.970335735,22.62863988
6250,-0.680172738,4.821714079,3.693239152,200,0.37252903,0.99856383,28.51471039
6251,-0.866025404,4.821978427,3.692230071,250,0.372946463,0.938897956,21.05187177
6252,-0.974927912,4.822242786,3.691220989,-100,0.373364296,0.796589927,25.78140858
6253,-0.997203797,4.822507155,3.690211907,-25,0.373782531,0.584165749,24.22751197
6254,-0.930873749,4.822771535,3.689202825,300,0.374201168,0.320323079,32.39513023
6255,-0.781831482,4.823035926,3.688193744,275,0.374620206,0.02828545,29.26952907
6256,-0.563320058,4.823300326,3.687184662,-25,0.375039646,-0.266241875,27.81760083
6257,-0.294755174,4.823564738,3.68617558,75,0.375459489,-0.537334489,29.49080628
6258,-2.86182E-13,4.82382916,3.685166498,175,0.375879735,-0.761130717,20.72948748
6259,0.294755174,4.824093593,3.684157417,150,0.376300383,-0.917931929,31.46816871
6260,0.563320058,4.824358036,3.683148335,-100,0.376721436,-0.993936423,23.14137425
6261,0.781831482,4.82462249,3.682139253,350,0.377142892,-0.982454255,36.18944618
6262,0.930873749,4.824886954,3.681130172,75,0.377564752,-0.884496089,31.56384523
